Wall time,Step,Value
1520815916.79163,58391,0.1599999964237213
1520815950.528059,65030,0.1599999964237213
1520815959.528096,66797,0.1599999964237213
1520815965.77926,68016,0.1599999964237213
1520816014.693281,77722,0.1599999964237213
1520816041.769414,83102,0.1599999964237213
1520816054.426217,85655,0.1599999964237213
1520816094.00925,93545,0.1599999964237213
1520816165.876389,103987,35.439998626708984
1520816180.331774,106878,35.439998626708984
1520816195.037278,109841,35.439998626708984
1520816224.096999,115637,35.439998626708984
1520816254.31255,121625,35.439998626708984
1520816286.227949,127930,35.439998626708984
1520816296.308571,129940,35.439998626708984
1520816297.377311,130144,35.439998626708984
1520816314.351889,133539,35.439998626708984
1520816314.592557,133589,35.439998626708984
1520816336.406012,137956,35.439998626708984
1520816349.032484,140483,35.439998626708984
1520816384.052071,147445,35.439998626708984
1520816384.906836,147620,35.439998626708984
1520816436.43752,154230,49.400001525878906
1520816503.260419,167710,49.400001525878906
1520816523.539824,171784,49.400001525878906
1520816526.476104,172380,49.400001525878906
1520816552.071004,177601,49.400001525878906
1520816581.630898,183649,49.400001525878906
1520816583.249758,183971,49.400001525878906
1520816609.096084,189104,49.400001525878906
1520816710.355901,205648,53.720001220703125
1520816746.782596,213001,53.720001220703125
1520816894.902304,243043,53.720001220703125
1520816976.029376,255514,56.31999969482422
1520816986.781732,257673,56.31999969482422
1520816990.37298,258432,56.31999969482422
1520816995.419749,259436,56.31999969482422
1520817054.721315,271267,56.31999969482422
1520817106.357096,281662,56.31999969482422
1520817116.980426,283855,56.31999969482422
1520817164.472605,293402,56.31999969482422
1520817167.278497,293971,56.31999969482422
1520817177.598142,296067,56.31999969482422
1520817194.182564,299385,56.31999969482422
1520817194.771914,299498,56.31999969482422
1520817195.117862,299569,56.31999969482422
1520817221.814533,301114,52.70000076293945
1520817224.677817,301702,52.70000076293945
1520817233.980918,303555,52.70000076293945
1520817299.392615,316870,52.70000076293945
1520817305.298328,318043,52.70000076293945
1520817307.0712,318409,52.70000076293945
1520817326.072839,322258,52.70000076293945
1520817381.958541,333358,52.70000076293945
1520817413.73741,339666,52.70000076293945
1520817538.61608,361101,57.08000183105469
1520817612.056274,375856,57.08000183105469
1520817624.673924,378369,57.08000183105469
1520817671.231747,387775,57.08000183105469
1520817698.845096,393338,57.08000183105469
1520817762.149775,402086,59.20000076293945
1520817779.468656,405508,59.20000076293945
1520817793.472903,408307,59.20000076293945
1520817801.609388,409936,59.20000076293945
1520817846.349645,418886,59.20000076293945
1520817848.426438,419312,59.20000076293945
1520817877.485699,425212,59.20000076293945
1520817914.612776,432704,59.20000076293945
1520817957.056656,441302,59.20000076293945
1520817962.476197,442417,59.20000076293945
1520817993.952241,448754,59.20000076293945
1520818057.067468,457591,57.63999938964844
1520818147.031289,475638,57.63999938964844
1520818153.140383,476902,57.63999938964844
1520818195.919115,485519,57.63999938964844
1520818249.719163,496350,57.63999938964844
1520818294.640126,501592,58.7599983215332
1520818322.312364,507230,58.7599983215332
1520818336.490484,510097,58.7599983215332
1520818376.969564,518255,58.7599983215332
1520818382.745365,519423,58.7599983215332
1520818400.976527,523025,58.7599983215332
1520818431.581903,529153,58.7599983215332
1520818443.456801,531485,58.7599983215332
1520818466.593469,536118,58.7599983215332
1520818478.966964,538683,58.7599983215332
1520818481.871387,539253,58.7599983215332
1520818487.298565,540356,58.7599983215332
1520818520.211922,546945,58.7599983215332
1520818572.423819,553834,58.380001068115234
1520818583.669846,556094,58.380001068115234
1520818600.486039,559575,58.380001068115234
1520818643.428116,568235,58.380001068115234
1520818650.658373,569698,58.380001068115234
1520818713.456012,582501,58.380001068115234
1520818717.047243,583228,58.380001068115234
1520818743.095596,588432,58.380001068115234
1520818743.288387,588472,58.380001068115234
1520818770.098793,593838,58.380001068115234
1520818828.670936,601729,62.15999984741211
1520818881.661176,612370,62.15999984741211
1520818889.487049,613967,62.15999984741211
1520818952.227863,626655,62.15999984741211
1520818961.708058,628559,62.15999984741211
1520818965.345047,629316,62.15999984741211
1520818985.465677,633412,62.15999984741211
1520819027.594228,642001,62.15999984741211
1520819051.827679,646908,62.15999984741211
1520819140.758878,661004,62.31999969482422
1520819147.743003,662392,62.31999969482422
1520819172.534452,667334,62.31999969482422
1520819283.053551,689512,62.31999969482422
1520819309.532337,694848,62.31999969482422
1520819320.878108,697155,62.31999969482422
1520819374.602476,704251,64.12000274658203
1520819384.982389,706367,64.12000274658203
1520819439.876536,717504,64.12000274658203
1520819576.746148,744945,64.12000274658203
1520819713.288214,768959,62.880001068115234
1520819730.939978,772512,62.880001068115234
1520819754.166784,777230,62.880001068115234
1520819779.847089,782412,62.880001068115234
1520819795.537524,785567,62.880001068115234
1520819802.962837,787057,62.880001068115234
1520819803.438734,787157,62.880001068115234
1520819804.61743,787406,62.880001068115234
1520819812.469439,789005,62.880001068115234
1520819836.711497,793879,62.880001068115234
1520819837.030193,793942,62.880001068115234
1520819921.642202,806999,62.34000015258789
1520819946.449475,811936,62.34000015258789
1520819968.091952,816156,62.34000015258789
1520819969.608494,816455,62.34000015258789
1520819972.599525,817051,62.34000015258789
1520819977.921157,818054,62.34000015258789
1520819988.346972,820060,62.34000015258789
1520819991.828325,820764,62.34000015258789
1520819995.099724,821423,62.34000015258789
1520820002.479348,822927,62.34000015258789
1520820023.056201,827023,62.34000015258789
1520820031.36668,828694,62.34000015258789
1520820073.090283,837123,62.34000015258789
1520820076.814976,837873,62.34000015258789
1520820087.321739,839971,62.34000015258789
1520820109.586673,844525,62.34000015258789
1520820114.819156,845566,62.34000015258789
1520820143.090094,851280,62.34000015258789
1520820189.827614,856809,64.45999908447266
1520820210.155031,860840,64.45999908447266
